계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,202601
인건비,인건비,55130101,세금과공과_국민연금,F01800,공통_소비자전략팀,851600.0
인건비,인건비,55130101,세금과공과_국민연금,F02300,공통_안전보건팀,464160.0
인건비,인건비,55130101,세금과공과_국민연금,F02400,공통_경영기획팀,1210280.0
인건비,인건비,55130101,세금과공과_국민연금,F02500,공통_자금팀,2050020.0
인건비,인건비,55130101,세금과공과_국민연금,F02600,공통_정보보안팀,1107970.0
인건비,인건비,55130101,세금과공과_국민연금,F02900,공통_AX팀,4660580.0
인건비,인건비,55130101,세금과공과_국민연금,F03000,공통_AI 엔지니어링팀,1965750.0
인건비,인건비,55130101,세금과공과_국민연금,F03200,공통_PI팀,302570.0
인건비,인건비,55130101,세금과공과_국민연금,F03300,공통_무역팀,2009440.0
인건비,인건비,55130101,세금과공과_국민연금,F03400,공통_자산관리팀,454190.0
인건비,인건비,55130101,세금과공과_국민연금,F03700,공통_통합인테리어팀,914650.0
인건비,인건비,55130101,세금과공과_국민연금,F03900,공통_퍼포먼스마케팅팀,2614060.0
인건비,인건비,55130101,세금과공과_국민연금,F04400,공통_통합영업팀,1209610.0
인건비,인건비,55130101,세금과공과_국민연금,F04500,공통_통합소싱팀,2854980.0
인건비,인건비,55130101,세금과공과_국민연금,F04800,공통_해외사업팀,2486530.0
인건비,인건비,55130101,세금과공과_국민연금,F05100,공통_마케팅본부,9110600.0
인건비,인건비,55130101,세금과공과_국민연금,F05200,공통_통합온라인채널팀,1195370.0
지급수수료,CI사용료,55210191,지급수수료_그룹CI사용료,F00000,공통_공통,328000000.0
지급수수료,전문용역,55210119,지급수수료_회계감사,F00700,공통_회계팀,70000000.0
지급수수료,전문용역,55210121,지급수수료_법률자문료,F00400,공통_법무팀,63203905.0
지급수수료,전문용역,55210121,지급수수료_법률자문료,F00500,공통_HR팀,3600000.0
지급수수료,전문용역,55210121,지급수수료_법률자문료,F00700,공통_회계팀,1000000.0
지급수수료,전문용역,55210129,지급수수료_컨설팅,F00500,공통_HR팀,1125000.0
지급수수료,전문용역,55210129,지급수수료_컨설팅,F02900,공통_AX팀,4915027.0
지급수수료,지급수수료,55210111,지급수수료_물류운송비,F00000,공통_공통,6183454.0
지급수수료,지급수수료,55210111,지급수수료_물류운송비,F00300,공통_총무,1278000.0
지급수수료,지급수수료,55210111,지급수수료_물류운송비,F01200,공통_e-BIZ팀,1500000.0
지급수수료,지급수수료,55210111,지급수수료_물류운송비,F04800,공통_해외사업팀,369134.0
지급수수료,지급수수료,55210111,지급수수료_물류운송비,F05100,공통_마케팅본부,140910.0
지급수수료,지급수수료,55210123,지급수수료_온라인몰운영비,F01200,공통_e-BIZ팀,76016900.0
지급수수료,지급수수료,55210123,지급수수료_온라인몰운영비,F01300,공통_IT팀,132565000.0
지급수수료,지급수수료,55210131,지급수수료_인사채용,F02400,공통_경영기획팀,14800000.0
지급수수료,지급수수료,55210131,지급수수료_인사채용,F05100,공통_마케팅본부,10615400.0
지급수수료,지급수수료,55210133,지급수수료_교육훈련,F00500,공통_HR팀,4690000.0
지급수수료,지급수수료,55210133,지급수수료_교육훈련,F00600,공통_공간기획팀,80000.0
지급수수료,지급수수료,55210133,지급수수료_교육훈련,F02900,공통_AX팀,60000.0
지급수수료,지급수수료,55210133,지급수수료_교육훈련,F03900,공통_퍼포먼스마케팅팀,1079200.0
지급수수료,지급수수료,55210133,지급수수료_교육훈련,F05200,공통_통합온라인채널팀,352000.0
지급수수료,지급수수료,55210141,지급수수료_폐기물처리,F00300,공통_총무,3870000.0
지급수수료,지급수수료,55210143,지급수수료_공사비,F00300,공통_총무,0.0
지급수수료,지급수수료,55210143,지급수수료_공사비,F00600,공통_공간기획팀,0.0
지급수수료,지급수수료,55210143,지급수수료_공사비,F05100,공통_마케팅본부,6703000.0
지급수수료,지급수수료,55210145,지급수수료_사내행사,F00300,공통_총무,2420000.0
지급수수료,지급수수료,55210157,지급수수료_퀵서비스,F00000,공통_공통,9479000.0
지급수수료,지급수수료,55210161,지급수수료_보안,F00000,공통_공통,7590000.0
지급수수료,지급수수료,55210161,지급수수료_보안,F00300,공통_총무,315700.0
지급수수료,지급수수료,55210163,지급수수료_리스료(차량),F00300,공통_총무,1478700.0
지급수수료,지급수수료,55210165,지급수수료_렌탈료(차량),F00000,공통_공통,12877601.0
지급수수료,지급수수료,55210169,지급수수료_렌탈료(차량제외),F00000,공통_공통,2026813.0
지급수수료,지급수수료,55210169,지급수수료_렌탈료(차량제외),F00300,공통_총무,3050454.0
지급수수료,지급수수료,55210169,지급수수료_렌탈료(차량제외),F00400,공통_법무팀,88000.0
지급수수료,지급수수료,55210169,지급수수료_렌탈료(차량제외),F01300,공통_IT팀,254795.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00000,공통_공통,3512300.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00200,공통_경영개선팀,2100.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00300,공통_총무,2474644.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00400,공통_법무팀,7190.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00700,공통_회계팀,13171073.0
지급수수료,지급수수료,55210173,지급수수료_기타,F00800,공통_경영관리팀,321044.0
지급수수료,지급수수료,55210173,지급수수료_기타,F01200,공통_e-BIZ팀,1266221.0
지급수수료,지급수수료,55210173,지급수수료_기타,F01300,공통_IT팀,1105000.0
지급수수료,지급수수료,55210173,지급수수료_기타,F02300,공통_안전보건팀,8690.0
지급수수료,지급수수료,55210173,지급수수료_기타,F02500,공통_자금팀,4486320.0
지급수수료,지급수수료,55210173,지급수수료_기타,F03300,공통_무역팀,10000.0
지급수수료,지급수수료,55210173,지급수수료_기타,F03400,공통_자산관리팀,32000.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00300,공통_총무,67828345.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00500,공통_HR팀,8729300.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00700,공통_회계팀,14179730.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F00800,공통_경영관리팀,126700000.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01200,공통_e-BIZ팀,6893820.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F01300,공통_IT팀,20774460.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F02600,공통_정보보안팀,12250000.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04400,공통_통합영업팀,3035900.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F04800,공통_해외사업팀,3421254.0
지급수수료,지급수수료,55210179,지급수수료_지급용역비,F05100,공통_마케팅본부,31649210.0
지급수수료,지급수수료,55210181,지급수수료_이체수수료,F00000,공통_공통,2851035.0
직원경비,복리후생(안전보건),55110149,소모품비_안전보건용품,F02300,공통_안전보건팀,684000.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00000,공통_공통,4401700.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00100,공통_임원,2115500.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00200,공통_경영개선팀,501000.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00300,공통_총무,1694500.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00400,공통_법무팀,985800.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00500,공통_HR팀,1412700.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00600,공통_공간기획팀,922400.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00700,공통_회계팀,1483900.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F00800,공통_경영관리팀,1203300.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F01200,공통_e-BIZ팀,2667700.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F01300,공통_IT팀,8088400.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F01800,공통_소비자전략팀,540900.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02300,공통_안전보건팀,308900.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02400,공통_경영기획팀,611800.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02500,공통_자금팀,876900.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02600,공통_정보보안팀,1113300.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02700,공통_Process담당,175000.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F02900,공통_AX팀,2893300.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F03000,공통_AI 엔지니어링팀,1807700.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F03300,공통_무역팀,1470800.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F03400,공통_자산관리팀,293400.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F03700,공통_통합인테리어팀,496500.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F03900,공통_퍼포먼스마케팅팀,1683100.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F04400,공통_통합영업팀,946400.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F04500,공통_통합소싱팀,2052500.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F04800,공통_해외사업팀,1817900.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F05100,공통_마케팅본부,7130000.0
직원경비,복리후생비,55010101,복리후생비_직원식대,F05200,공통_통합온라인채널팀,1095700.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F00000,공통_공통,-303.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F00900,공통_디지털본부담당,100000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F01200,공통_e-BIZ팀,60000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F01300,공통_IT팀,180000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F02900,공통_AX팀,500000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F03000,공통_AI 엔지니어링팀,600000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F03900,공통_퍼포먼스마케팅팀,300000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F04500,공통_통합소싱팀,200000.0
직원경비,복리후생비,55010103,복리후생비_경조사비,F05100,공통_마케팅본부,220000.0
직원경비,복리후생비,55010109,복리후생비_회식대,F00300,공통_총무,123636.0
직원경비,복리후생비,55010109,복리후생비_회식대,F00400,공통_법무팀,121145.0
직원경비,복리후생비,55010109,복리후생비_회식대,F00500,공통_HR팀,589897.0
직원경비,복리후생비,55010109,복리후생비_회식대,F00700,공통_회계팀,633636.0
직원경비,복리후생비,55010109,복리후생비_회식대,F00800,공통_경영관리팀,776946.0
직원경비,복리후생비,55010109,복리후생비_회식대,F01200,공통_e-BIZ팀,509545.0
직원경비,복리후생비,55010109,복리후생비_회식대,F01300,공통_IT팀,1994767.0
직원경비,복리후생비,55010109,복리후생비_회식대,F01800,공통_소비자전략팀,162628.0
직원경비,복리후생비,55010109,복리후생비_회식대,F02300,공통_안전보건팀,640909.0
직원경비,복리후생비,55010109,복리후생비_회식대,F02400,공통_경영기획팀,97545.0
직원경비,복리후생비,55010109,복리후생비_회식대,F02500,공통_자금팀,646145.0
직원경비,복리후생비,55010109,복리후생비_회식대,F02900,공통_AX팀,750728.0
직원경비,복리후생비,55010109,복리후생비_회식대,F03000,공통_AI 엔지니어링팀,494363.0
직원경비,복리후생비,55010109,복리후생비_회식대,F03300,공통_무역팀,263908.0
직원경비,복리후생비,55010109,복리후생비_회식대,F03700,공통_통합인테리어팀,137820.0
직원경비,복리후생비,55010109,복리후생비_회식대,F03900,공통_퍼포먼스마케팅팀,691099.0
직원경비,복리후생비,55010109,복리후생비_회식대,F04500,공통_통합소싱팀,504558.0
직원경비,복리후생비,55010109,복리후생비_회식대,F04800,공통_해외사업팀,220500.0
직원경비,복리후생비,55010109,복리후생비_회식대,F05100,공통_마케팅본부,946126.0
직원경비,복리후생비,55010109,복리후생비_회식대,F05200,공통_통합온라인채널팀,593865.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00100,공통_임원,116636.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00200,공통_경영개선팀,145960.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00300,공통_총무,1004200.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00400,공통_법무팀,56400.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00500,공통_HR팀,374994.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00600,공통_공간기획팀,219146.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00700,공통_회계팀,37358.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00800,공통_경영관리팀,382363.0
직원경비,복리후생비,55010111,복리후생비_회의비,F00900,공통_디지털본부담당,615455.0
직원경비,복리후생비,55010111,복리후생비_회의비,F01200,공통_e-BIZ팀,530105.0
직원경비,복리후생비,55010111,복리후생비_회의비,F01300,공통_IT팀,2960854.0
직원경비,복리후생비,55010111,복리후생비_회의비,F01800,공통_소비자전략팀,84000.0
직원경비,복리후생비,55010111,복리후생비_회의비,F02300,공통_안전보건팀,27600.0
직원경비,복리후생비,55010111,복리후생비_회의비,F02400,공통_경영기획팀,134573.0
직원경비,복리후생비,55010111,복리후생비_회의비,F02500,공통_자금팀,221187.0
직원경비,복리후생비,55010111,복리후생비_회의비,F02600,공통_정보보안팀,34860.0
직원경비,복리후생비,55010111,복리후생비_회의비,F02900,공통_AX팀,1842995.0
직원경비,복리후생비,55010111,복리후생비_회의비,F03000,공통_AI 엔지니어링팀,356127.0
직원경비,복리후생비,55010111,복리후생비_회의비,F03300,공통_무역팀,282297.0
직원경비,복리후생비,55010111,복리후생비_회의비,F03700,공통_통합인테리어팀,32871.0
직원경비,복리후생비,55010111,복리후생비_회의비,F03900,공통_퍼포먼스마케팅팀,281778.0
직원경비,복리후생비,55010111,복리후생비_회의비,F04400,공통_통합영업팀,316392.0
직원경비,복리후생비,55010111,복리후생비_회의비,F04800,공통_해외사업팀,1329130.0
직원경비,복리후생비,55010111,복리후생비_회의비,F05100,공통_마케팅본부,1000826.0
직원경비,복리후생비,55010111,복리후생비_회의비,F05200,공통_통합온라인채널팀,267654.0
직원경비,복리후생비,55010115,복리후생비_MRO,F00000,공통_공통,4583280.0
직원경비,복리후생비,55010117,복리후생비_사내행사,F00300,공통_총무,51384050.0
직원경비,복리후생비,55010119,복리후생비_부서,F00000,공통_공통,3050000.0
직원경비,복리후생비,55010119,복리후생비_부서,F00100,공통_임원,136364.0
직원경비,복리후생비,55010119,복리후생비_부서,F00200,공통_경영개선팀,72455.0
직원경비,복리후생비,55010119,복리후생비_부서,F00300,공통_총무,167682.0
직원경비,복리후생비,55010119,복리후생비_부서,F00500,공통_HR팀,112827.0
직원경비,복리후생비,55010119,복리후생비_부서,F00600,공통_공간기획팀,409183.0
직원경비,복리후생비,55010119,복리후생비_부서,F00700,공통_회계팀,91782.0
직원경비,복리후생비,55010119,복리후생비_부서,F00800,공통_경영관리팀,999220.0
직원경비,복리후생비,55010119,복리후생비_부서,F01300,공통_IT팀,757037.0
직원경비,복리후생비,55010119,복리후생비_부서,F02300,공통_안전보건팀,4020000.0
직원경비,복리후생비,55010119,복리후생비_부서,F02400,공통_경영기획팀,622704.0
직원경비,복리후생비,55010119,복리후생비_부서,F02500,공통_자금팀,1143149.0
직원경비,복리후생비,55010119,복리후생비_부서,F02600,공통_정보보안팀,245455.0
직원경비,복리후생비,55010119,복리후생비_부서,F02700,공통_Process담당,1271634.0
직원경비,복리후생비,55010119,복리후생비_부서,F02900,공통_AX팀,149072.0
직원경비,복리후생비,55010119,복리후생비_부서,F03000,공통_AI 엔지니어링팀,98898.0
직원경비,복리후생비,55010119,복리후생비_부서,F03300,공통_무역팀,304945.0
직원경비,복리후생비,55010119,복리후생비_부서,F03400,공통_자산관리팀,288254.0
직원경비,복리후생비,55010119,복리후생비_부서,F03700,공통_통합인테리어팀,483299.0
직원경비,복리후생비,55010119,복리후생비_부서,F04400,공통_통합영업팀,2757877.0
직원경비,복리후생비,55010119,복리후생비_부서,F04500,공통_통합소싱팀,764157.0
직원경비,복리후생비,55010119,복리후생비_부서,F05100,공통_마케팅본부,1962205.0
직원경비,복리후생비,55010121,복리후생비_기타,F00300,공통_총무,76500.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00000,공통_공통,860200.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00200,공통_경영개선팀,200000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00300,공통_총무,4913181.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00400,공통_법무팀,3132200.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00500,공통_HR팀,1454545.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00600,공통_공간기획팀,182275.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00700,공통_회계팀,348000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F00800,공통_경영관리팀,726000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F01300,공통_IT팀,415430.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F02400,공통_경영기획팀,176000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F02500,공통_자금팀,400000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F02900,공통_AX팀,1196273.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F03000,공통_AI 엔지니어링팀,515000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F03300,공통_무역팀,2413400.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F03900,공통_퍼포먼스마케팅팀,204956.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F04400,공통_통합영업팀,200000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F04800,공통_해외사업팀,970000.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F05100,공통_마케팅본부,1394402.0
직원경비,복리후생비,55010125,복리후생비_총무지원,F05200,공통_통합온라인채널팀,700000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F00400,공통_법무팀,457000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F01200,공통_e-BIZ팀,837500.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F01300,공통_IT팀,847000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F01800,공통_소비자전략팀,250000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F02900,공통_AX팀,140000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F03300,공통_무역팀,500000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F04800,공통_해외사업팀,250000.0
직원경비,복리후생비,55010137,복리후생비_위탁보육료,F05100,공통_마케팅본부,563500.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F00300,공통_총무,-380000.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F00800,공통_경영관리팀,0.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F01200,공통_e-BIZ팀,-5000000.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F03000,공통_AI 엔지니어링팀,0.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F03400,공통_자산관리팀,5000000.0
직원경비,복리후생비,55010141,복리후생비_근속지원,F05100,공통_마케팅본부,0.0
직원경비,복리후생비(안전보건),55010131,복리후생비_기타지원,F02300,공통_안전보건팀,19950.0
직원경비,복리후생비(안전보건),55210193,지급수수료_안전보건교육,F02300,공통_안전보건팀,-21500.0
직원경비,복리후생비(안전보건),55210195,지급수수료_안전보건진단,F02300,공통_안전보건팀,1500000.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F00300,공통_총무,111273.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F03400,공통_자산관리팀,180000.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F03700,공통_통합인테리어팀,270338.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F04400,공통_통합영업팀,682445.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F04500,공통_통합소싱팀,34500.0
직원경비,여비교통비,55030101,여비교통비_국내출장비,F05100,공통_마케팅본부,231600.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F00100,공통_임원,38552432.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F00800,공통_경영관리팀,965162.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F02700,공통_Process담당,603850.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F02900,공통_AX팀,1205600.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F03200,공통_PI팀,0.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F04500,공통_통합소싱팀,3201009.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F04800,공통_해외사업팀,9458346.0
직원경비,여비교통비,55030103,여비교통비_해외출장비,F05100,공통_마케팅본부,2035944.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00000,공통_공통,264000.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00100,공통_임원,1200.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00300,공통_총무,1320240.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00400,공통_법무팀,12900.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00500,공통_HR팀,52300.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00600,공통_공간기획팀,171136.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00700,공통_회계팀,106500.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00800,공통_경영관리팀,699800.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F00900,공통_디지털본부담당,57400.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F01200,공통_e-BIZ팀,193200.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F01300,공통_IT팀,1487790.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F01800,공통_소비자전략팀,12500.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F02300,공통_안전보건팀,41200.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F02400,공통_경영기획팀,254800.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F02600,공통_정보보안팀,20000.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F02700,공통_Process담당,910300.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F02900,공통_AX팀,1198660.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F03000,공통_AI 엔지니어링팀,479300.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F03400,공통_자산관리팀,30200.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F03700,공통_통합인테리어팀,71200.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F03900,공통_퍼포먼스마케팅팀,46800.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F04400,공통_통합영업팀,360100.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F04500,공통_통합소싱팀,68300.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F04800,공통_해외사업팀,948500.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F05100,공통_마케팅본부,3741990.0
직원경비,여비교통비,55030105,여비교통비_시내교통비,F05200,공통_통합온라인채널팀,596500.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00200,공통_경영개선팀,360000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00300,공통_총무,1697153.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00400,공통_법무팀,600000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00500,공통_HR팀,718000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00600,공통_공간기획팀,360000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00700,공통_회계팀,720000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F00800,공통_경영관리팀,1014000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F01200,공통_e-BIZ팀,840000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F01300,공통_IT팀,2469000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F01800,공통_소비자전략팀,120000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F02400,공통_경영기획팀,765000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F02500,공통_자금팀,480000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F02600,공통_정보보안팀,360000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F02900,공통_AX팀,480000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F03300,공통_무역팀,600000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F03400,공통_자산관리팀,499000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F03700,공통_통합인테리어팀,240000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F03900,공통_퍼포먼스마케팅팀,480000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F04400,공통_통합영업팀,600000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F04500,공통_통합소싱팀,750000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F04800,공통_해외사업팀,600000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F05100,공통_마케팅본부,1431000.0
직원경비,차량유지비,55050101,차량유지비_차량보조,F05200,공통_통합온라인채널팀,240000.0
직원경비,차량유지비,55050103,차량유지비_차량유지,F00000,공통_공통,3432000.0
직원경비,차량유지비,55050103,차량유지비_차량유지,F00300,공통_총무,1016000.0
직원경비,차량유지비,55050105,차량유지비_주차비,F00300,공통_총무,107200.0
직원경비,차량유지비,55050105,차량유지비_주차비,F04400,공통_통합영업팀,12000.0
직원경비,차량유지비,55050105,차량유지비_주차비,F05100,공통_마케팅본부,7000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00200,공통_경영개선팀,120000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00300,공통_총무,561970.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00400,공통_법무팀,240000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00500,공통_HR팀,527310.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00600,공통_공간기획팀,240000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00700,공통_회계팀,360000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F00800,공통_경영관리팀,469600.0
직원경비,통신비,55070105,통신비_휴대폰지원,F01200,공통_e-BIZ팀,400000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F01300,공통_IT팀,1898840.0
직원경비,통신비,55070105,통신비_휴대폰지원,F01800,공통_소비자전략팀,120000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02300,공통_안전보건팀,40000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02400,공통_경영기획팀,193930.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02500,공통_자금팀,280000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02600,공통_정보보안팀,240060.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02700,공통_Process담당,314910.0
직원경비,통신비,55070105,통신비_휴대폰지원,F02900,공통_AX팀,600000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F03000,공통_AI 엔지니어링팀,360000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F03300,공통_무역팀,280000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F03400,공통_자산관리팀,181120.0
직원경비,통신비,55070105,통신비_휴대폰지원,F03700,공통_통합인테리어팀,160000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F03900,공통_퍼포먼스마케팅팀,400000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F04400,공통_통합영업팀,200000.0
직원경비,통신비,55070105,통신비_휴대폰지원,F04500,공통_통합소싱팀,320000.0
